,title,genre,year,country,rate,description
122,Что скрывает Ирен?,"Драма, История, Военный",2023,Канада,8.8,"Экранизация одноименной пьесы Дэна Гордона. Вторая мировая война. 19-летняя Ирен находится в оккупированной немцами Польше, она вынуждена стать домработницей у высокопоставленного немецкого офицера. Вскоре девушка узнает, что жителям района угрожает серьезная опасность. Несмотря на страх, она принимает решение, которое навсегда изменит ее жизнь и судьбы других людей."
123,Козёл отпущения,"Комедия, История",2024,Франция,7.8,"Адвокат Помпиньяк проигрывает очередной судебный процесс и подвергается насмешкам своего противника – мэтра Вальвера. Вскоре он встречает очаровательную девушку Камиллу Форжерон, которую обвиняют в убийстве маршала, и решает встать на ее защиту. Однако Помпиньяк даже не догадывается, что на самом деле его подзащитным станет самый настоящий козел."
124,Ёлки 11,Комедия,2024,Россия,8.6,"В канун Нового года нередко происходят чудеса. В этот раз они непременно произойдут с охранником элитного поселка дядей Юрой и его минипигом Костей, а очаровательная золушка из Альметьевска встретит своего принца. Какие подарки судьбы ждут других героев народной комедии и при чем тут турецкий красавец-актер?"
125,Три мушкетёра: Миледи,"Боевик, Приключения, История",2023,Германия,7.8,"Д’Артаньян становится свидетелем дерзкого похищения Констанции. Чтобы спасти свою возлюбленную, ему приходится заключить неожиданный союз с загадочной Миледи. Пока надежные друзья и мушкетеры Атос, Портос и Арамис бьются на полях сражений за короля и страну, Д’Артаньян попадает в эпицентр масштабного заговора."
126,Тоня против всех,"Драма, Спорт, Биография",2017,США,8.4,"История не успеха, но падения. Практически черная комедия о скандально известной фигуристке Тоне Хардинг, которая никак не подходила на роль «американской умницы», но была героем нации. Деспотичная мать еще малышкой поставила Тоню на лед, и с этого момента жизнь девочки превратилась в бесконечную борьбу. Тяжелые тренировки, соперничество, неудачи на соревнованиях, муж-абьюзер и бесконечные ссоры с матерью выковали взрывной и неуправляемый характер и несгибаемую волю к победе, ради которой Тоня была готова пойти на преступление. Фильм принес три номинации на премию Оскар и статуэтку за лучшую женскую роль второго плана актрисе Эллисон Дженни."
127,Один день в Стамбуле,Комедия,2024,Россия,7.7,"Четыре товарища едут в Стамбул по приглашению лучшего друга и успешного бизнесмена Вадима, чтобы приятно провести время у него на яхте. По прилете они узнают, что мужчина умер, но при этом запланированная встреча остается в силе. Помощник Вадима привозит компанию на яхту босса, и они отправляются на прогулку по Босфору. Неожиданное событие сплочает друзей, и они начинают шутить, выпивать и вспоминать все, что связано с Вадиком. Душевная беседа дает компании понять, что он сильно повлиял на жизнь каждого из них. Но смерть друга — не единственный сюрприз, который поджидает квартет."
128,Контрабандистки,"Комедия, Боевик, Криминал",2023,Южная Корея,8.0,"1970-е. В Кунчхоне несколько ныряльщиков решают заполучить затонувший контрабандный груз, чем обращают на себя внимание таможенников. На авантюристов устраивают облаву, и бригада попадает за решетку. Скрыться удается лишь одной Чо Чхун-джа. Через некоторое время она возвращается из Сеула в надежде реализовать дерзкую криминальную операцию. Только для этого ей придется вернуть расположение старой команды, считающей Чо Чхун-джа предательницей."
129,Асфальтовые джунгли,"Триллер, Драма",2023,США,8.1,"Олли Кросс устраивается в Пожарный департамент Нью-Йорка парамедиком в ночную смену. Он становится партнером опытного и бескомпромиссного специалиста Джина Рутковски. С первых же смен парень сталкивается с самыми мрачными и пугающими сторонами ночного мегаполиса. В крайне тяжелых условиях Олли предстоит решить, готов ли он рисковать собственной жизнью в попытках спасти тех, кто отчаянно нуждается в помощи."
130,Неожиданные связи,Комедия,2024,Франция,8.6,"Франсуа и Алиса происходят из разных социальных слоев, но это не становится преградой на пути любви. Они должны познакомить родителей перед свадьбой и хотят сделать вечер вдвойне особенным. Влюбленные вручают семьям результаты генетических тестов в качестве небольшого развлечения. И без того неуютная встреча перерастает в открытое противостояние будущих родственников."
131,Дольче!,"Мюзикл, Драма, Фэнтези",2024,Франция,7.0,"Венсан Кассель, Фанни Ардан и Росси де Пальма в мюзикле по мотивам древнегреческого мифа. Безумно влюбленные Орфей и Эвридика спешат скрепить союз узами брака, чтобы провести остаток жизни вместе, но свадебный день оборачивается трагедией. Жизнь невесты обрывает выстрел, и безутешный жених пускается в погоню за убийцей. Ему на помощь приходит таксист Харон, и вскоре Орфей оказывается в отеле «Аид». Герою предстоит пройти суровые испытания, чтобы доказать, что любовь сильнее смерти."
132,Одержимость,Драма,2014,США,8.9,"Эндрю мечтает стать великим барабанщиком, и жизнь дает ему такой шанс: дирижер университетского оркестра принимает его в свою команду. Репетиции оборачиваются унижениями, кровавыми мозолями и провалом. Психологический конфликт накаляется до предела, и Эндрю, не выдержав, навсегда рвет с музыкой. Но одержимость джазом притягивает жестокого маэстро и его ученика и заставляет их снова появиться на сцене вместе. Фантастическая работа режиссера и сценариста Дэмьена Шазелла и великолепная игра актеров принесли команде три статуэтки «Оскар», премию «Золотой глобус» и множество других наград и номинаций."
133,Борг/Макинрой,"Драма, Спорт, Биография",2017,Финляндия,8.4,"Основан на реальном противостоянии двух всемирно известных теннисистов – несокрушимого Бьорна Борга и неуравновешенного Джона Макинроя. Лед и пламень, они оба любят игру, которой отдаются без отдачи. Ключевой момент звездной битвы приходится на финал чемпионата Уимблдона 1980 года. Позже этот поединок войдет в историю и навсегда изменит этот вид спорта, а Борг и Макинрой останутся легендами тенниса и по сей день."
134,Наступит лето,"Драма, Криминал",2025,Россия,6.7,"Детдомовский подросток с темным прошлым Никита сбегает от правосудия в столицу. Там, на одной из вечеринок, он встречает состоятельного сироту Дэна. Высокомерный и жестокий парень предлагает Никите шанс на лучшую жизнь, если тот станет его другом. Никита соглашается, не подозревая, какую высокую цену ему предстоит за это заплатить."
135,Императрицы,"Драма, Документальный, История",2023,Россия,7.7,"Петр I пообещал маленькой дочери Елизавете, что выдаст ее замуж за Людовика XV, и она станет королевой Франции. Но после смерти монарха рушатся все договоренности, ведь Петр I не успевает назначить нового наследника. Так начинается безжалостная эпоха дворцовых переворотов — время интриг и борьбы за власть. Сможет ли выстоять недавно построенная империя? Какую цену придется заплатить Елизавете Петровне, чтобы взойти на престол? И каких успехов смогут добиться российские императрицы?"
136,Белый снег,"Драма, Спорт, Биография",2021,Россия,9.0,"Это история девочки из Магадана, которая достигла невероятных высот в лыжном спорте. В 1997 году на чемпионате мира в Норвегии Елена Вяльбе покорила весь мир и установила рекорд, впервые в истории лыжных гонок завоевав пять золотых медалей из пяти возможных. За спортивными победами скрываются трудности преодоления себя и обстоятельств, что позволило Елене стать лучшей лыжницей XX века."
137,Тихий садовник,"Драма, Мелодрама, Криминал",2022,США,7.3,"Режиссерская работа Пола Шредера, сценариста культового «Таксиста». Нарвел ухаживает за садом в роскошном поместье вдовы Нормы Хэверхилл. Он хладнокровен и немногословен, зато знает все о растениях и работает на совесть. Норма просит его взять в подмастерье племянницу Майю, которая связалась с плохой компанией. Вместе со страстью она возвращает в жизнь Нарвела неприятности, о которых он надеялся навсегда забыть."
138,Хитмен. Последнее дело,"Триллер, Драма, Детектив, Криминал",2023,США,8.7,"Теряющий память киллер вынужден взяться за последнее дело, чтобы выручить сына. Здоровье начинает подводить опытного наемного убийцу Джона Нокса. Обследование выявляет у него неизлечимую болезнь, что сопровождается стремительно развивающейся деменцией. Уже через пару месяцев Нокс потеряет дееспособность, поэтому киллер решает уйти из опасной профессии. Но планы Джона нарушает неожиданно появившийся окровавленный сын Майлз. Он просит отца о помощи и вынуждает его в последний раз взяться за свое темное дело."
139,Легенда Багера Ванса,"Драма, Мелодрама, Спорт, Фэнтези",2000,США,7.5,"Экранизация одноименного романа о случайном знакомстве, преобразившем судьбу человека. Конец 1920-х, городок Саванна. Ветеран войны Раннульф Джуну когда-то подавал большие надежды в гольфе. Но теперь он лишь разочаровавшийся в жизни пьяница. Все начинает меняться, когда он встречает загадочного незнакомца Багера Ванса. Тот помогает Раннульфу вновь полюбить гольф и раскрыть свой истинный потенциал."
140,30 секунд,"Драма, Комедия",2024,Россия,8.5,"В обычной жизни Артем работает программистом, а в свободное время посвящает себя волонтерству. Мужчина перевоплощается в больничного клоуна Рината и навещает детей, которые не покидают стен клиники. Но найти контакт удается не с каждым ребенком. Маленькая Варя уже очень давно не смеялась. Оказывается, к ней редко приходит мама, и мужчина хочет это исправить. Ведь поддержка клоуна не заменит родительской любви."
141,Мартовские иды,"Триллер, Драма",2011,США,8.3,"Экранизация пьесы Бо Уиллимона «Фаррагут-Норт», которую срежиссировал голливудский актер Джордж Клуни. Губернатор Майкл Моррис баллотируется на пост президента США. Его политический консультант Стивен Майерс искусно скрывает от всех грязные делишки губернатора ради победы на выборах. Картина, основанная на реальных событиях — избирательной кампании Говарда Дина, была удостоена многих наград, включая четыре номинации на «Золотой глобус» и номинацию на «Оскар» за лучший адаптированный сценарий."
142,Гений,"Драма, Биография",2016,США,8.4,"Издатель Макс Перкинс славится скрупулезностью и чутьем на талантливых авторов. Как первоклассный редактор он уже открыл миру Хемингуэя и Скотта Фицджеральда. Когда к нему на стол попадает рукопись неизвестного писателя Томаса Вульфа, он решает ее напечатать. Но личная встреча с автором заставляет Перкинса усомниться в собственном выборе."
143,Семь психопатов,"Комедия, Криминал",2012,США,8.2,"Колин Фаррелл и Вуди Харрельсон в черной комедии о писателе, который случайно переходит дорогу гангстеру-собачнику. Марти покинула муза, из-за чего он не может закончить многострадальный сценарий под названием «Семь психопатов». Его лучший друг Билли предлагает поучаствовать в похищении случайной собаки, чтобы вдохновиться, а заодно и подзаработать. Марти принимает предложение, вот только Билли забыл упомянуть, что собачка принадлежит Чарли – беспощадному гангстеру, который готов убить за любимого питомца."
144,Большая игра (2017),"Драма, Криминал, Биография",2017,США,8.8,"Драма Аарона Соркина на основе автобиографии известной аферистки Молли Блум, лично утвердившей на роль себя Джессику Честейн. Картина была номинирована на премии «Оскар» и «Золотой глобус» за лучший сценарий. Девушка, которой все пророчили карьеру успешной лыжницы, после травмы вынуждена подрабатывать в подпольном казино. Временная работа становится увлечением, а потом и основным занятием. Спустя несколько лет из подпольной ассистентки Молли вырастает в «принцессу покера» и хозяйку многомиллионного бизнеса – самого роскошного частного казино в Нью-Йорке. Но вслед за большими деньгами приходят и большие проблемы, когда Молли попадает в круг интересов мафии и властей."
145,Голод,"Драма, Триллер, Криминал, Биография",2008,Великобритания,6.9,"Полнометражный дебют Стива МакКуина об Ирландской голодовке 1981 года моментально принес автору славу и признание. Ирландская республиканская армия требует от Британии признания независимости своего региона, подвергая опасности жизни невинных людей. Попавшие в тюрьму бойцы хотят добиться статуса политзаключенных, ведь он позволит им отстоять свои принципы и значительно облегчит жизнь. Но Маргарет Тэтчер отказывается идти на уступки, и тогда 27-летний Бобби Сэндс объявляет смертельную голодовку."
146,Извержение,"Боевик, Триллер, Приключения, Катастрофа",2019,Южная Корея,8.1,"Извержение вулкана Пэктусан приводит к страшному землетрясению как в Северной, так и в Южной Корее. Эксперты прогнозируют, что это далеко не последний природный катаклизм. Чтобы избежать еще более масштабной катастрофы, нужно взорвать в шахте вулкана мощную бомбу. Для этого группе южнокорейских спецназовцев придется отправиться на территорию своего недружественного соседа и похитить ядерное оружие…"
147,Воин,"Драма, Спорт",2011,США,8.8,"Талантливый боец Томми Конлон возвращается домой после долгого отсутствия. Его отец Пэдди в прошлом был успешным боксером и уже много лет пытается преодолеть алкогольную зависимость. Томми мечтает одержать победу большом турнире и понимает, что отцовский опыт очень ему пригодится. Вместе мужчины пытаются побороть старые обиды и преодолеть трудности, но судьба готовит для них новый удар. На ринге Томми предстоит встретиться с собственным братом — Бренданом…"
148,Честный развод. Бенефис,"Комедия, Мелодрама",2023,Россия,7.3,"В жизни Миланы и Гены появляется неожиданный родственник. Александр Робак, Агата Муцениеце и Леонид Якубович в продолжении любимой комедии. Жизнь Миланы и Гены можно назвать идеальной, только вот девушка не верит в свои силы и считает, что ее карьера — заслуга звездного мужа. После выступления в провинции за кулисы к Милане неожиданно приходит ее отец, Альберт Плехов. Последние 20 лет он безуспешно пытается поставить уникальный мюзикл. Вдобавок ко всему теперь он должен крупную сумму опасным людям. Милана оказывается его последней надеждой, и он просит дочь помочь ему выбраться из проблем и исполнить свою мечту. Сможет ли дочь простить отца за ошибки прошлого, а заодно стать главной звездой постановки?"
149,Иван Васильевич меняет всё,"Комедия, Фантастика",2023,Россия,7.6,"Современный Шурик открывает портал во времена Ивана Грозного, и царь перемещается в настоящее. В прошлом оказываются вор-домушник Милославский и управдом Бунша, которым предстоит заправлять государственными делами. Ученый старается вернуть все на свои места, но машина времени, подключенная к VPN, постоянно кидает его по разным локациям. Шурик и Иван Васильевич путешествуют по эпохам и странам, меняя прошлое."
150,Одна дома,"Комедия, Семейный",2023,Россия,7.5,"В канун Нового года отчаявшийся инженер Артем пытается найти деньги на спасение своего друга. Ради этого он соглашается пойти на серию ограблений элитных квартир. В одной из них мужчина встречает хитрую девочку Стефанию. Она настойчиво просит незнакомца сделать ее сообщницей в надежде собрать деньги маме на подарок. У них всего одна новогодняя ночь, чтобы провернуть дело, но они еще не знают, сколько непредвиденных обстоятельств их ждет!"
151,Не хороните меня без Ивана,Драма,2022,Россия,8.5,"Начало XX века. Якут Степан страдает от внезапных приступов летаргического сна. Единственный, кто умеет отличать такое состояние от смерти, — краевед Иван Попов. Когда мужчина уезжает в продолжительную этнографическую экспедицию, Степан решает последовать за другом, чтобы не быть похороненным заживо."
152,Шаг к мечте: Раз и навсегда,"Драма, Комедия",2023,Китай,9.5,"У Чэнь Шо постоянные жизненные трудности. Парень мечтает стать известным танцором и изо всех сил старается пробиться в ряды лучших. Жизнь сводит его с Дин Лэем, тренером популярной стрит-дэнс команды. Попав туда, парень понимает, что путь к успеху будет намного сложнее, чем он представлял. Сможет ли герой преодолеть все испытания, подготовленные тренером, и прийти к долгожданной победе?"
153,Пальмы в снегу,"Драма, Мелодрама",2015,Испания,8.8,"Кларенс, недавно похоронившая своего отца Хакобо де Рабальтуэ, находит в его вещах письмо. Из него девушка узнает о том, что Хакобо когда-то давно любил женщину, но по неизвестной причине они не смогли быть вместе. В поисках ответов Кларенс отправляется на остров Фернандо-По, где прошла юность Хакобо. Какие тайны из прошлого отца откроются героине и сможет ли она найти его таинственную возлюбленную?"
154,Хищники (2022),"Триллер, Драма",2022,Испания,7.9,"Супруги Антуан и Ольга решают переехать из Франции в тихую испанскую деревню, чтобы заняться фермерством. Вот только местные жители не рады новым соседям и постоянно придираются к ним. Вскоре мелкие бытовые ссоры приводят к жестоким конфликтам, которые грозят обернуться настоящей трагедией."
155,Неспящие в Сеуле,"Мелодрама, Комедия",2023,Южная Корея,7.2,"Хён Джин работает в издательстве, которое планирует выпустить сборник автобиографических эссе об одиночестве. Одним из авторов выбирают лидера мнений Ён-хо, транслирующего философию жизни без отношений. Эрудированный и привлекательный писатель оказывается знакомым Хён Джин еще с университетских времен. Им предстоит вместе исследовать тему любви и одиночества в мегаполисе."
156,Телохранитель на фрилансе,"Боевик, Комедия",2023,США,7.5,"После гибели своей команды Мейсон Петтис уходит со службы и становится адвокатом. Однажды бывший товарищ предлагает ему стать временным охранником журналистки Клэр Веллингтон, которая должна взять интервью у известного диктатора. Во время опасной поездки они неожиданно оказываются в эпицентре государственного переворота. Мейсону предстоит вспомнить былые навыки, чтобы спасти Клэр, а заодно узнать, кто на самом деле виновен в гибели его товарищей."
157,Я делаю шаг,Мелодрама,2023,Россия,8.5,"Выпускник вуза Саша Макаров мечтает работать учителем в престижном столичном учреждении, но ему приходится устроиться в родную школу в Пскове. Ребята принимают молодого педагога в штыки, а завуч испытывает к нему неприязнь. Положиться Саша может лишь на подругу детства. Но доверие требует честности, а Макарову есть что скрывать от коллег по работе и учеников. Чтобы завоевать расположение ребят и сотрудников школы и вернуть любовь детства, Саша решает победить в престижном литературном конкурсе."
158,Моя пиратская свадьба,"Боевик, Комедия, Мелодрама",2022,США,7.2,Счастливые возлюбленные Дарси и Том готовятся провести свадьбу на райском острове. Особенный день пары внезапно омрачает появление банды пиратов. Преступники берут присутствующих на свадьбе в заложники и срывают чудесный праздник влюбленных. Дарси и Том решают спасти своих гостей и предпринимают смелую попытку остановить пиратов.
159,57 секунд,"Триллер, Фантастика",2023,США,7.5,"Молодой блогер Франклин Фаусти предотвращает покушение на гуру технологий Антона Бюррелла. После этого он находит загадочное кольцо, которое обронил многоопытный визионер. Вскоре Франклин выясняет, что необычный аксессуар позволяет носителю перемещаться назад во времени на 57 секунд. При поддержке Бюррелла Фаусти решает воспользоваться гаджетом и воплотить в жизнь план мести. Парень готовится наказать главу фармацевтической компании, ответственной за гибель его сестры."
160,Лев,"Драма, Биография",2016,Австралия,8.9,"Фильм, снятый по мемуарам Сару Брайерли «Долгая дорога домой», принес своим создателям шесть номинаций на «Оскар» и «Золотой глобус». Сару, маленький мальчик из бедной семьи в Индии, ненароком залезает в проходящий через его деревню поезд и уезжает в неизвестность. Через несколько дней мальчика находят и пристраивают в детский дом, где вскоре он обретает новую семью – милую австралийскую пару. Спустя 20 лет взрослого Сару начинают беспокоить смутные воспоминания, и он решает найти своих родных, даже если на это придется потратить многие годы…"
161,Что видно отсюда,Драма,2022,Германия,8.0,"Луиза с рождения живет в маленькой деревушке в окружении милых чудаков. Среди них и ее бабушка Сельма, которая обладает необычным даром: если женщине снится окапи, то на следующей день кто-то из жителей деревни умирает. Десять лет назад такой вещий сон навсегда изменил жизнь Луизы. Но приезд таинственного незнакомца в деревню покажет девушке, что такое настоящая любовь."
162,Влюблён без памяти,"Драма, Мелодрама, История",2022,Бельгия,7.6,"Муж Жюли пропал без вести в Первую мировую войну, но и спустя три года она продолжает верить в его возвращение. Наконец, в газете публикуют фото потерявшего память бродяги, в котором женщина узнает любимого. Жюли пытается разжечь в муже прежнюю страсть и вернуть его к профессии фотографа. Вскоре на пороге их дома появляется Роуз-Мари, утверждающая что этот человек — ее законный супруг и официант в кабаре."
163,Взаперти,"Триллер, Драма, Детектив",2020,Канада,8.6,"Диана в одиночку воспитывает дочь, прикованную к инвалидному креслу. Хлоя обучается на дому, принимает кучу медикаментов и совсем не общается со сверстниками. Заботливая мать контролирует каждый ее шаг, поэтому 17-летняя девушка вырастает совершенно не приспособленной к жизни. Хлоя очень наивна, но после одного странного инцидента начинает подозревать неладное."
164,Стрельцов,"Драма, Спорт, Биография",2020,Россия,8.8,"Уже в 20 лет у Стрельцова было все: деньги, слава, любовь поклонников и сравнение с великим Пеле. Его ценили команда и руководство, прощая хромающую дисциплину. Все с нетерпением ждали победных голов спортсмена на чемпионате мира по футболу в Швеции, куда торпедовец должен был выйти на пике формы. Всего за несколько дней до отъезда судьбу Стрельцова перечеркнули недоброжелатели, обвинив в тяжелом преступлении. Суд встал на сторону жертвы и приговорил футболиста к 12 годам заключения. Отсидев 5 лет, Стрельцов вышел на свободу и неожиданно для всего мира нашел силы вернуться к делу всей своей жизни."
165,Семь чёрных бумаг,"Драма, Военный",2024,Россия,7.0,"1942 год. Высоко в горах Северной Осетии семьи из деревни ждут новостей об ушедших на войну мужчинах. Жителям села начинают приходить похоронки, что погружает людей в отчаяние. Видя это, двое братьев просят почтальона скрывать извещения, пока не закончится война. Удастся ли парням обмануть горе или это лишь попытка отдалить чужое несчастье?"
166,"На солнце, вдоль рядов кукурузы","Драма, Биография",2023,Россия,7.3,"Дамир Юсупов с детских лет хотел пойти по стопам отца и стать летчиком. Он долго и стремительно боролся за свою мечту и в итоге пришел к цели. В августе 2019 года Дамир вместе с остальным экипажем гражданского рейса оказались в невероятно сложной ситуации. Воздушное судно при взлете столкнулось со стаей чаек, после чего у самолета отказали оба двигателя. Лишь храбрые и решительные действия Юсупова и его команды помогли спасти жизни 233 человек."
167,До встречи на Венере,"Драма, Мелодрама",2023,США,8.1,"Миа — полна энергии и позитива. Кайл — скромный и замкнутый юноша, которого уже ничего не радует. Они встречаются случайно, когда Миа ищет попутчика для поездки в Испанию на поиски родной мамы. Под напором девушки Кайл соглашается, и вместе они отправляются в удивительное приключение."
168,Юра дворник,"Комедия, Драма",2023,Россия,8.3,"Прототипы героев помогали актерам вжиться в образы. Юный фотограф Рома теряет работу и возвращается из столицы в родную Уфу. Он знакомится с наивным и жизнерадостным дворником Юрой, у которого куча долгов из-за мошенников. Желая помочь мужчине поправить финансовое положение, Рома снимает его в люксовом образе и размещает в соцсетях как звезду с обложки глянцевого журнала. Пост становится вирусным, и небывалая слава меняет жизни двух провинциальных парней."
169,Голова-жестянка,"Драма, Комедия",2023,Россия,8.5,"16-летняя Женя сильно изменилась после сотрясения мозга и ссоры с лучшим другом Приходько. Теперь она ходит с клюкой, разрушает со всеми отношения и смотрит на все с цинизмом. Больше всего достается Приходько, но ситуация меняется после прихода Жени в кружок робототехники. Руководитель помогает девушке взглянуть на мир с другой стороны и разобраться в своих отношениях."
170,Закат (2021),Драма,2021,Швеция,7.6,"Бархатистый белый песок, сверкающие блики на ярко-синих волнах и роскошь люксовых номеров. С идиллическим отдыхом в Акапулько мало что может сравниться. Его хочется продлить вечно, но известие о смерти прерывает долгожданный семейный отпуск."
171,Выкуп (2023),"Боевик, Комедия",2023,Южная Корея,8.8,"Конец 80-х. Скромный сотрудник дипкорпуса Южной Кореи Ли Мин-джун рассчитывает на повышение и распределение в США. Засидевшись допоздна, он принимает зашифрованное сообщение от коллеги, которого давно считают погибшим. Мин-джун отправляется в Ливан, чтобы спасти друга от террористов, а его помощником неожиданно становится местный таксист и мошенник Ким Пан-су."
172,Путешественница во времени,"Драма, Мелодрама",2022,Франция,7.9,"2052 год, Париж. 80-летняя Джулия прожила насыщенную жизнь. В свой день рождения она размышляет о решениях и обстоятельствах, сформировавших ее судьбу. Каким бы получился путь Джулии, если бы некоторые обстоятельства сложились иначе?"
173,Тори и Локита,Драма,2022,Бельгия,7.5,"17-летняя Локита и 10-летний Тори знакомятся на корабле в Бельгию. Кроме друг друга, им не на кого рассчитывать. Ребята притворяются братом и сестрой в надежде вместе легализоваться в стране, но миграционная служба настаивает на ДНК-тесте. Чтобы прокормить себя и отправить денег семьям, они устраиваются в пиццерию, которая служит прикрытием для рабства и наркоторговли."
